Country,Year,Disease Name,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%),Prevalence Category,Disease Category_Bacterial,Disease Category_Cardiovascular,Disease Category_Chronic,Disease Category_Genetic,Disease Category_Infectious,Disease Category_Metabolic,Disease Category_Neurological,Disease Category_Parasitic,Disease Category_Respiratory,Disease Category_Viral
Russia,2011,Dengue,1.33,1.18,0.52,36-60,1,93.66,3.25,7.51,Medication,44683,No,74.1,3066,1.82,11156,0.61,71.14,Low,False,False,False,False,False,False,True,False,False,False
Japan,2005,Alzheimer's Disease,1.29,10.07,7.14,0-18,1,55.0,4.92,5.52,Medication,37905,Yes,92.79,1953,9.93,98031,0.82,41.25,Low,False,False,False,False,False,False,False,True,False,False
South Africa,2014,Rabies,18.28,1.5,7.06,61+,1,50.56,4.88,0.83,Vaccination,49498,Yes,92.28,3771,6.1,79475,0.53,49.68,Very High,False,False,False,False,False,True,False,False,False,False
Japan,2008,Hepatitis,10.88,13.18,1.22,61+,1,74.23,1.02,3.03,Therapy,7492,Yes,79.67,4094,8.39,61603,0.44,64.48,High,False,False,False,False,False,False,False,True,False,False
South Korea,2024,HIV/AIDS,3.76,4.83,6.77,61+,2,54.94,2.48,5.97,Surgery,10321,No,62.38,777,1.89,84576,0.58,41.59,Low,True,False,False,False,False,False,False,False,False,False
South Africa,2011,Alzheimer's Disease,16.92,7.94,4.27,0-18,0,81.04,4.55,2.16,Therapy,20196,Yes,70.3,325,0.0,10635,0.89,42.74,Very High,False,False,False,False,False,True,False,False,False,False
Brazil,2013,Asthma,18.29,13.1,1.63,61+,2,96.42,0.74,3.9,Surgery,9631,No,69.36,4822,0.18,93190,0.73,64.55,Very High,False,False,True,False,False,False,False,False,False,False
South Africa,2003,Parkinson's Disease,10.76,3.83,2.15,19-35,0,93.2,2.0,9.69,Vaccination,17781,Yes,97.23,1772,3.97,59041,0.7,80.72,High,False,False,False,False,False,False,False,True,False,False
Argentina,2014,Influenza,7.16,5.11,5.37,36-60,1,72.12,3.26,0.5,Surgery,45424,No,91.68,965,4.99,940,0.83,26.93,Medium,False,False,False,False,False,False,False,False,False,True
Argentina,2009,Measles,15.0,5.97,3.27,61+,1,92.09,1.15,0.54,Therapy,13764,No,86.22,4382,8.27,93329,0.76,74.95,High,False,False,False,False,False,True,False,False,False,False
Mexico,2011,Zika,2.12,5.84,0.68,19-35,0,89.4,1.2,7.26,Therapy,41739,No,82.04,924,1.7,33788,0.67,64.22,Low,False,True,False,False,False,False,False,False,False,False
UK,2019,Ebola,3.7,10.73,9.76,61+,1,74.73,4.93,1.47,Vaccination,47810,No,79.33,12,5.86,9457,0.41,79.93,Low,False,True,False,False,False,False,False,False,False,False
Indonesia,2009,Measles,1.92,11.9,0.65,19-35,2,91.64,2.92,5.98,Medication,20862,No,50.95,1832,4.97,1107,0.49,28.94,Low,True,False,False,False,False,False,False,False,False,False
Brazil,2022,HIV/AIDS,6.26,0.31,5.66,36-60,1,64.86,4.85,1.4,Therapy,49555,Yes,93.78,2439,2.82,62342,0.41,58.05,Medium,False,False,False,False,False,False,False,False,False,True
South Korea,2023,Leprosy,19.13,2.95,2.43,0-18,2,88.31,3.97,7.95,Medication,27423,Yes,90.42,703,9.17,93239,0.51,72.46,Very High,False,False,False,False,False,False,False,False,True,False
Indonesia,2019,Measles,5.61,0.48,2.88,19-35,0,63.85,2.4,2.94,Surgery,4984,Yes,68.94,4401,1.07,60153,0.88,34.37,Medium,False,False,False,False,False,False,False,False,False,True
China,2015,Alzheimer's Disease,7.6,5.17,6.18,36-60,0,57.24,1.61,5.15,Medication,30325,Yes,92.46,3033,5.0,4255,0.78,60.93,Medium,True,False,False,False,False,False,False,False,False,False
Canada,2014,COVID-19,2.96,0.65,0.16,61+,0,68.74,2.74,5.18,Vaccination,39964,No,97.66,189,9.13,83064,0.74,22.27,Low,False,False,False,False,False,False,False,False,False,True
Canada,2016,Rabies,7.28,12.34,9.23,0-18,1,92.29,4.1,6.57,Surgery,5095,Yes,59.04,351,8.32,19780,0.88,58.52,Medium,False,False,True,False,False,False,False,False,False,False
Nigeria,2021,Dengue,2.35,4.66,0.72,36-60,0,92.02,2.96,7.47,Surgery,13180,Yes,98.94,2213,4.6,70465,0.73,55.6,Low,False,True,False,False,False,False,False,False,False,False
Turkey,2014,Cholera,15.18,6.93,0.89,19-35,0,78.21,3.5,4.42,Surgery,35925,No,96.78,1395,4.05,67214,0.78,31.46,Very High,False,False,False,False,False,False,False,True,False,False
France,2018,Rabies,13.27,10.85,3.69,0-18,2,88.47,1.97,2.42,Medication,38811,Yes,56.26,1376,6.67,2048,0.8,51.82,High,False,False,False,False,False,False,False,False,False,False
Canada,2011,HIV/AIDS,13.77,0.15,1.66,0-18,1,80.16,0.55,4.83,Therapy,17465,No,88.98,1040,7.39,62595,0.72,50.94,High,True,False,False,False,False,False,False,False,False,False
Japan,2009,HIV/AIDS,18.81,6.51,6.58,0-18,0,56.8,3.56,7.42,Therapy,49756,Yes,70.87,32,6.02,89738,0.68,31.12,Very High,False,False,False,False,False,False,False,False,False,True
Germany,2014,Polio,13.67,14.08,1.97,36-60,0,80.12,2.32,9.53,Surgery,16029,No,52.14,4551,4.73,51221,0.88,23.18,High,False,False,False,False,False,True,False,False,False,False
Argentina,2011,Rabies,6.16,4.27,4.38,0-18,0,82.79,2.62,1.1,Surgery,17279,No,53.13,3108,6.71,17983,0.55,33.26,Medium,False,False,True,False,False,False,False,False,False,False
India,2019,Alzheimer's Disease,15.48,8.18,5.43,36-60,0,74.48,0.5,10.0,Vaccination,7707,Yes,89.66,1266,3.56,36292,0.66,40.83,Very High,False,False,False,False,False,False,False,False,True,False
Italy,2020,Dengue,17.95,2.64,6.13,19-35,0,98.62,2.65,8.42,Vaccination,8203,No,55.27,1025,1.15,73360,0.67,50.93,Very High,False,True,False,False,False,False,False,False,False,False
South Africa,2004,Cholera,16.77,9.37,6.68,61+,1,51.38,4.53,6.27,Medication,49646,No,54.24,4422,8.05,79277,0.64,22.05,Very High,False,False,False,False,True,False,False,False,False,False
Australia,2008,Asthma,8.62,9.86,3.06,36-60,1,65.29,1.22,8.83,Therapy,110,Yes,56.59,97,7.52,52585,0.48,24.93,Medium,False,False,False,False,False,False,False,False,False,False
India,2000,Zika,15.63,0.59,9.44,19-35,0,99.9,3.17,5.71,Surgery,14359,Yes,81.21,2285,5.66,66510,0.57,20.16,Very High,False,False,False,False,False,False,False,False,False,True
Australia,2018,Hepatitis,4.07,10.15,8.04,19-35,1,51.89,3.75,0.55,Medication,28894,Yes,59.17,965,0.27,60113,0.77,34.82,Low,False,False,False,False,False,True,False,False,False,False
Germany,2006,Ebola,15.52,8.35,9.69,19-35,1,88.82,1.67,3.75,Medication,19745,No,67.21,1908,8.91,60395,0.64,68.8,Very High,False,False,False,False,False,False,False,False,False,False
South Korea,2012,Asthma,7.02,9.81,2.04,0-18,1,92.45,2.45,4.01,Vaccination,35748,Yes,56.5,4045,1.28,41881,0.84,50.47,Medium,False,False,True,False,False,False,False,False,False,False
Nigeria,2001,Malaria,17.45,3.53,9.28,61+,2,88.75,1.91,8.25,Surgery,29640,Yes,62.34,435,5.99,38102,0.48,37.01,Very High,False,False,False,False,False,False,True,False,False,False
Brazil,2010,HIV/AIDS,0.13,13.99,1.46,36-60,0,69.35,5.0,0.55,Vaccination,14688,Yes,61.6,1804,7.23,57996,0.79,42.37,Low,False,False,False,False,False,False,False,False,False,False
Australia,2003,Hypertension,3.05,8.83,3.08,0-18,2,67.68,4.82,6.65,Therapy,11208,No,75.44,4168,4.58,2298,0.53,88.58,Low,False,True,False,False,False,False,False,False,False,False
USA,2024,Rabies,7.14,11.8,9.05,19-35,0,87.8,1.03,2.05,Surgery,9042,Yes,90.13,488,9.7,11992,0.5,36.62,Medium,False,False,False,False,False,False,False,False,True,False
Russia,2006,Rabies,9.15,11.26,4.08,36-60,0,79.06,1.01,2.51,Therapy,17426,Yes,82.06,1422,0.72,38659,0.6,29.27,Medium,False,False,False,False,False,False,False,False,False,False
Canada,2020,Parkinson's Disease,14.65,12.64,3.21,36-60,1,67.29,0.55,6.22,Vaccination,25172,Yes,80.22,4386,9.69,88888,0.58,85.35,High,False,False,True,False,False,False,False,False,False,False
France,2003,Leprosy,1.22,3.8,4.7,61+,2,51.76,0.98,0.97,Therapy,29644,Yes,54.12,4253,5.72,17006,0.41,84.51,Low,False,False,True,False,False,False,False,False,False,False
Australia,2020,Tuberculosis,17.33,5.32,8.38,61+,1,63.4,3.58,5.49,Therapy,22252,No,83.26,2539,6.03,58138,0.5,85.32,Very High,False,False,True,False,False,False,False,False,False,False
Argentina,2006,Measles,3.95,4.0,8.84,0-18,1,77.08,4.75,6.01,Surgery,22983,No,64.73,3375,1.49,27909,0.76,79.55,Low,False,False,False,False,True,False,False,False,False,False
Japan,2010,Influenza,18.23,4.31,5.0,19-35,0,55.51,2.99,10.0,Vaccination,19122,No,73.29,1277,5.98,65232,0.56,61.75,Very High,False,False,False,False,True,False,False,False,False,False
Russia,2010,Rabies,12.33,10.6,1.14,61+,1,56.86,2.34,4.43,Medication,29220,Yes,78.43,3064,1.19,920,0.81,89.02,High,False,False,False,False,False,False,True,False,False,False
Indonesia,2024,HIV/AIDS,14.09,8.42,2.43,61+,2,68.94,1.96,5.44,Vaccination,16179,No,56.35,3375,7.14,90953,0.72,69.66,High,False,False,True,False,False,False,False,False,False,False
Saudi Arabia,2020,Cholera,14.42,3.54,0.45,0-18,0,56.58,2.24,2.0,Vaccination,8189,No,98.89,1841,1.19,43424,0.69,49.09,High,False,False,True,False,False,False,False,False,False,False
Saudi Arabia,2010,Diabetes,17.22,11.61,4.7,19-35,1,99.29,0.66,9.14,Vaccination,38688,Yes,52.74,4909,4.52,69188,0.66,71.17,Very High,False,False,False,False,False,False,False,False,False,False
UK,2007,Hypertension,3.42,4.23,8.49,0-18,1,70.07,2.18,8.3,Therapy,32051,Yes,66.06,4060,4.37,27358,0.86,54.33,Low,False,False,False,True,False,False,False,False,False,False
South Korea,2022,Diabetes,13.61,1.51,5.8,61+,0,68.02,1.43,4.97,Therapy,41500,Yes,66.27,478,0.47,72472,0.42,73.25,High,False,False,False,False,False,False,True,False,False,False
USA,2011,Tuberculosis,3.87,3.66,8.38,0-18,1,52.97,4.84,8.07,Medication,39914,Yes,94.06,3579,6.84,8579,0.6,51.03,Low,False,False,False,False,False,False,False,True,False,False
China,2000,Cholera,15.59,1.17,2.83,0-18,1,86.84,1.89,8.54,Medication,44470,Yes,67.64,1713,3.15,49314,0.61,71.37,Very High,False,False,False,True,False,False,False,False,False,False
UK,2004,Dengue,14.69,7.8,2.39,0-18,2,66.86,2.61,2.63,Medication,44610,Yes,95.36,488,8.92,89576,0.73,47.38,High,False,False,False,False,False,False,False,False,False,False
France,2011,Alzheimer's Disease,1.38,1.53,9.42,19-35,1,71.72,2.7,8.55,Surgery,10746,No,74.96,145,8.71,95953,0.52,36.68,Low,False,False,False,False,True,False,False,False,False,False
Russia,2003,Leprosy,14.75,5.32,5.56,19-35,0,67.08,4.22,5.91,Surgery,39258,Yes,96.04,1978,6.32,88778,0.46,66.41,High,False,False,False,False,False,False,True,False,False,False
Russia,2002,Parkinson's Disease,17.5,9.16,4.23,19-35,2,66.08,3.17,9.47,Therapy,26326,No,94.18,4868,9.13,94748,0.42,24.87,Very High,False,False,False,True,False,False,False,False,False,False
India,2001,Leprosy,12.87,8.57,2.9,61+,1,95.33,3.32,6.98,Surgery,25044,Yes,86.44,3720,0.96,61007,0.62,55.12,High,False,False,False,True,False,False,False,False,False,False
Indonesia,2017,Measles,4.64,13.79,3.18,36-60,2,58.99,0.62,9.0,Therapy,36218,No,60.2,951,5.83,78927,0.66,84.78,Low,True,False,False,False,False,False,False,False,False,False
USA,2023,Malaria,8.3,9.17,4.55,19-35,0,98.77,4.19,9.76,Surgery,44990,Yes,50.56,4404,9.38,50357,0.73,79.5,Medium,False,False,True,False,False,False,False,False,False,False
South Africa,2016,Polio,10.15,2.12,4.3,0-18,1,88.2,4.39,3.29,Vaccination,34500,Yes,56.06,3547,7.01,5783,0.64,35.02,High,False,False,False,False,False,False,False,False,True,False
Australia,2017,Diabetes,3.92,9.08,4.08,36-60,0,51.04,4.74,4.84,Vaccination,232,No,83.29,3648,9.29,79393,0.54,86.83,Low,False,True,False,False,False,False,False,False,False,False
UK,2001,Dengue,15.71,6.0,2.38,61+,2,70.58,2.59,6.71,Surgery,14111,No,50.74,4597,5.46,38002,0.58,53.31,Very High,False,False,False,True,False,False,False,False,False,False
France,2014,Leprosy,10.83,11.56,4.23,36-60,2,73.99,4.88,1.46,Therapy,40076,Yes,80.09,4349,2.12,81878,0.48,46.66,High,False,False,False,False,False,False,False,False,True,False
Japan,2005,Cancer,2.32,14.54,7.25,19-35,1,57.83,2.27,1.75,Therapy,5069,No,87.52,1982,5.89,11763,0.87,83.67,Low,False,False,False,False,False,False,False,False,True,False
China,2010,Measles,3.4,14.0,2.47,19-35,0,92.34,4.91,2.35,Therapy,4162,Yes,50.22,415,2.22,30650,0.77,30.67,Low,False,False,False,False,False,False,False,False,False,False
Russia,2011,Hepatitis,8.01,10.66,5.88,0-18,2,97.21,4.45,3.03,Medication,17199,No,90.29,3700,3.4,16536,0.69,37.38,Medium,False,False,True,False,False,False,False,False,False,False
South Korea,2015,Zika,17.62,10.13,3.21,36-60,1,64.67,3.43,1.04,Vaccination,38062,Yes,66.29,3449,0.27,26562,0.47,66.67,Very High,False,True,False,False,False,False,False,False,False,False
Mexico,2022,Leprosy,10.89,14.32,5.48,61+,1,86.36,1.52,5.65,Vaccination,42577,Yes,94.82,4529,9.94,33862,0.68,39.85,High,False,False,False,False,True,False,False,False,False,False
Turkey,2015,Cholera,18.82,4.3,8.26,61+,0,57.25,3.01,5.17,Vaccination,20244,Yes,59.66,3412,7.9,17495,0.59,83.77,Very High,False,False,False,False,False,False,False,False,False,False
Indonesia,2004,Ebola,19.26,2.02,3.24,0-18,2,78.76,0.78,6.63,Medication,41385,Yes,54.54,1314,4.67,27753,0.6,80.17,Very High,False,False,False,False,True,False,False,False,False,False
Argentina,2003,Parkinson's Disease,18.56,14.08,4.56,0-18,1,91.22,4.03,1.27,Vaccination,21074,Yes,83.6,650,8.56,62110,0.49,29.82,Very High,False,False,True,False,False,False,False,False,False,False
UK,2003,Cancer,2.58,11.33,3.94,36-60,1,68.62,3.51,8.98,Vaccination,4577,No,74.33,4099,1.03,31869,0.61,85.16,Low,False,False,False,False,False,False,False,False,False,True
South Korea,2001,Cholera,17.05,1.12,1.04,0-18,1,96.49,2.16,6.62,Vaccination,19627,No,60.45,3206,3.42,13217,0.75,30.14,Very High,False,False,False,True,False,False,False,False,False,False
Japan,2017,Cancer,18.36,5.72,8.44,0-18,1,86.53,4.04,0.94,Therapy,18515,No,87.47,1947,9.7,30549,0.74,45.18,Very High,False,False,False,False,False,False,False,False,False,True
UK,2001,Alzheimer's Disease,9.53,1.56,6.57,19-35,2,98.95,1.5,4.11,Therapy,43530,No,53.5,986,1.13,31152,0.76,48.0,Medium,False,True,False,False,False,False,False,False,False,False
Brazil,2007,Cholera,8.12,5.86,5.06,36-60,0,70.01,1.0,2.17,Surgery,14061,No,79.52,1,4.58,64492,0.88,70.91,Medium,False,False,False,False,False,False,False,False,True,False
France,2009,COVID-19,12.67,4.82,9.49,36-60,0,51.89,4.77,2.41,Medication,23209,No,94.81,85,5.23,25891,0.45,41.72,High,False,False,False,False,False,False,True,False,False,False
Mexico,2000,Malaria,12.36,11.27,2.8,0-18,1,60.2,2.34,9.18,Medication,14264,Yes,59.88,2721,6.36,14647,0.66,50.14,High,False,False,False,False,False,False,False,True,False,False
South Korea,2017,Tuberculosis,11.63,3.26,1.36,61+,1,81.31,5.0,5.72,Therapy,5816,Yes,72.67,404,1.23,54480,0.73,46.97,High,True,False,False,False,False,False,False,False,False,False
China,2024,Asthma,14.7,4.7,0.4,36-60,0,94.57,3.51,6.82,Therapy,26908,Yes,75.97,3577,2.69,62529,0.82,35.16,High,False,False,False,False,True,False,False,False,False,False
Nigeria,2000,Alzheimer's Disease,10.64,12.24,4.96,36-60,0,99.06,4.92,6.39,Therapy,7334,Yes,80.63,295,8.35,12621,0.61,83.27,High,False,False,False,True,False,False,False,False,False,False
Argentina,2010,Polio,19.66,10.35,1.26,61+,2,96.06,1.86,1.23,Therapy,4194,No,80.04,4589,4.43,81093,0.42,86.06,Very High,False,False,False,False,False,False,False,False,False,False
Nigeria,2008,Asthma,3.15,6.7,4.42,61+,0,56.55,3.36,0.77,Therapy,3063,Yes,56.89,4194,9.76,19743,0.5,50.51,Low,False,False,False,False,False,True,False,False,False,False
Italy,2000,COVID-19,12.23,1.23,2.49,61+,0,82.77,2.68,1.07,Vaccination,30464,Yes,86.48,3597,3.54,21831,0.42,85.21,High,False,False,False,False,False,False,False,False,False,True
USA,2024,Hepatitis,15.46,10.99,5.11,19-35,0,82.86,2.48,2.58,Vaccination,30359,No,62.8,4696,5.34,95054,0.82,27.57,Very High,False,False,False,False,False,True,False,False,False,False
Italy,2021,Alzheimer's Disease,15.42,13.7,6.65,0-18,2,87.91,4.63,5.53,Vaccination,2323,No,96.96,974,0.98,19666,0.42,80.55,Very High,True,False,False,False,False,False,False,False,False,False
South Africa,2011,Hepatitis,4.01,7.24,9.7,36-60,2,82.72,1.1,9.29,Surgery,46912,No,97.56,3951,5.39,6416,0.62,76.22,Low,False,False,False,False,False,False,False,False,False,True
UK,2003,COVID-19,7.88,8.47,5.31,36-60,2,64.09,3.76,7.96,Therapy,13428,No,90.51,3590,3.74,36761,0.77,56.55,Medium,False,False,False,False,False,False,False,False,True,False
Japan,2009,Hypertension,17.08,10.77,3.98,0-18,0,95.46,0.71,3.67,Surgery,47087,No,68.11,4526,2.64,68238,0.6,75.73,Very High,False,False,False,False,False,False,False,True,False,False
South Korea,2010,HIV/AIDS,10.99,4.02,2.0,36-60,2,90.58,2.39,1.56,Vaccination,42232,No,66.25,3700,7.5,29279,0.52,61.24,High,False,False,False,False,False,False,False,False,False,False
Canada,2012,Zika,8.61,2.73,2.26,36-60,2,52.08,4.63,6.89,Medication,9703,Yes,83.16,2551,4.98,37369,0.86,77.92,Medium,True,False,False,False,False,False,False,False,False,False
France,2018,Influenza,9.54,9.03,6.63,36-60,2,74.61,2.38,2.99,Surgery,29705,Yes,94.31,3576,2.47,86503,0.41,80.08,Medium,False,False,False,False,True,False,False,False,False,False
Canada,2000,Malaria,11.03,4.36,4.42,36-60,2,72.29,4.42,3.32,Surgery,29069,No,98.16,4218,8.13,33165,0.89,77.09,High,False,False,True,False,False,False,False,False,False,False
Italy,2019,Influenza,1.42,14.65,5.57,0-18,0,62.75,0.87,3.46,Therapy,9671,Yes,51.9,2467,8.29,2867,0.72,33.08,Low,False,False,False,True,False,False,False,False,False,False
Mexico,2010,Dengue,1.88,14.02,7.72,36-60,0,55.79,1.17,8.16,Therapy,22498,Yes,98.08,1432,4.73,84379,0.42,78.27,Low,False,False,True,False,False,False,False,False,False,False
Mexico,2007,Cancer,17.38,9.59,9.22,36-60,2,77.82,2.49,2.47,Surgery,46979,No,72.18,3504,5.23,64492,0.77,54.19,Very High,False,True,False,False,False,False,False,False,False,False
Japan,2023,Parkinson's Disease,12.96,7.39,0.24,0-18,1,96.36,1.85,7.81,Therapy,33689,Yes,74.09,1137,8.58,10682,0.53,63.98,High,True,False,False,False,False,False,False,False,False,False
UK,2019,Influenza,0.17,11.44,6.47,61+,2,87.06,2.04,3.11,Therapy,22697,Yes,68.51,1515,4.82,67143,0.76,44.89,Low,False,False,False,True,False,False,False,False,False,False
China,2004,Parkinson's Disease,0.49,1.09,2.52,61+,2,62.93,2.77,1.99,Medication,44098,Yes,89.38,3050,0.81,28212,0.7,30.27,Low,False,False,False,False,False,False,False,False,True,False
South Africa,2006,Cholera,6.19,13.62,5.42,36-60,1,67.14,4.77,7.8,Therapy,38343,Yes,94.46,1051,9.82,81492,0.79,30.97,Medium,False,False,False,False,False,True,False,False,False,False
India,2011,Asthma,19.57,1.03,4.78,61+,1,58.07,1.44,2.72,Medication,5204,Yes,66.36,1059,9.2,77066,0.43,89.74,Very High,False,False,True,False,False,False,False,False,False,False
Canada,2002,Ebola,9.2,12.1,5.8,36-60,2,99.18,2.66,4.36,Medication,12260,No,75.17,2896,4.48,64858,0.59,63.54,Medium,False,True,False,False,False,False,False,False,False,False
South Korea,2022,Parkinson's Disease,9.59,10.31,6.9,19-35,1,58.92,1.8,0.73,Therapy,37040,No,92.63,4846,7.95,7078,0.44,74.81,Medium,False,False,False,False,False,False,False,False,True,False
India,2012,Tuberculosis,4.89,12.71,4.1,0-18,1,76.26,4.2,2.36,Surgery,32334,No,60.09,4655,4.79,5524,0.4,58.65,Low,False,False,False,False,False,False,False,False,True,False
Japan,2013,Cholera,7.91,12.85,7.43,36-60,2,88.46,2.13,2.17,Vaccination,9236,Yes,63.47,797,9.52,71906,0.87,73.51,Medium,False,False,False,False,False,False,False,False,True,False
France,2002,Cancer,4.72,14.55,9.72,61+,2,90.76,2.27,1.37,Medication,14737,No,81.15,4707,4.01,23437,0.41,76.18,Low,True,False,False,False,False,False,False,False,False,False
Brazil,2013,Alzheimer's Disease,6.22,4.46,3.63,19-35,1,97.5,4.26,9.77,Therapy,48045,Yes,74.31,2958,3.57,98204,0.45,52.41,Medium,False,False,False,False,False,False,True,False,False,False
Indonesia,2012,Ebola,6.24,12.46,4.82,36-60,2,92.14,3.14,9.78,Medication,16228,Yes,92.85,4258,6.26,57107,0.41,61.94,Medium,False,False,False,False,False,False,False,True,False,False
South Africa,2019,Influenza,13.19,0.56,0.42,61+,1,92.59,3.85,7.36,Medication,45264,No,58.01,4239,9.99,48344,0.53,37.28,High,False,False,False,False,True,False,False,False,False,False
Nigeria,2022,Ebola,1.67,10.05,8.25,0-18,1,87.56,3.28,9.15,Vaccination,31710,Yes,60.2,2406,9.01,88690,0.79,75.39,Low,False,False,False,True,False,False,False,False,False,False
Australia,2016,Influenza,14.52,9.73,4.7,19-35,2,75.72,3.63,4.59,Vaccination,6695,Yes,58.21,3189,7.6,40840,0.53,52.54,High,True,False,False,False,False,False,False,False,False,False
France,2004,Ebola,16.62,13.76,0.45,36-60,2,56.22,1.99,4.51,Surgery,37593,Yes,66.05,3774,9.16,9333,0.71,42.69,Very High,False,False,False,False,False,False,False,False,False,True
South Korea,2016,Alzheimer's Disease,4.05,12.15,7.81,19-35,2,94.15,4.12,5.41,Therapy,34992,No,58.24,984,2.58,62198,0.47,54.57,Low,False,False,False,False,False,False,False,False,False,False
Turkey,2008,Asthma,6.11,0.85,1.38,0-18,0,52.77,2.84,7.02,Therapy,21447,No,56.86,92,9.01,96329,0.86,63.12,Medium,False,False,False,False,False,True,False,False,False,False
UK,2013,Influenza,12.78,2.11,7.38,36-60,2,57.03,4.36,3.45,Medication,9570,Yes,67.09,2244,4.92,55682,0.5,31.93,High,False,True,False,False,False,False,False,False,False,False
China,2022,Alzheimer's Disease,10.4,6.6,8.51,61+,1,73.21,2.56,8.58,Vaccination,27189,Yes,67.43,115,5.11,53115,0.5,20.71,High,False,False,False,False,False,False,False,False,True,False
